course,job_profession,student,linguistic,musical,bodily,logical_mathematical,spatial_visualization,interpersonal,intrapersonal,naturalist,s_p,p1,p2,p3,p4,p5,p6,p7,p8,student_id,target_profession
,"Astronomer
",S17,11,6,13,17,15,12,20,18,s17,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_16,astronomer
,"Astronomer
",S18,12,5,13,18,16,12,20,18,s18,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_17,astronomer
,"Astronomer
",S19,13,5,13,18,16,12,20,18,s19,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_18,astronomer
,"Astronomer
",S20,14,6,14,18,17,13,20,18,s20,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_19,astronomer
,"Astronomer
",S21,13,7,14,18,16,13,20,18,s21,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_20,astronomer
,"Astronomer
",S22,12,8,14,18,15,13,16,18,s22,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_21,astronomer
,"Astronomer
",S23,11,9,14,18,19,13,16,18,s23,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_22,astronomer
,"Astronomer
",S24,14,8,14,18,20,13,16,18,s24,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_23,astronomer
,"Astronomer
",S25,11,7,14,18,16,13,16,19,s25,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_24,astronomer
,"Astronomer
",S26,12,6,14,19,16,13,16,20,s26,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_25,astronomer
,"Astronomer
",S27,13,5,14,19,17,13,16,20,s27,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_26,astronomer
,"Astronomer
",S28,14,5,14,19,17,13,16,20,s28,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_27,astronomer
,"Astronomer
",S29,13,5,14,19,16,13,16,20,s29,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_28,astronomer
,"Astronomer
",S30,12,6,14,19,15,13,16,20,s30,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_29,astronomer
,"Astronomer
",S31,11,7,14,19,19,13,16,20,s31,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_30,astronomer
,"Astronomer
",S32,14,8,14,19,20,13,16,20,s32,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_31,astronomer
,"Astronomer
",S33,11,9,14,19,17,13,16,20,s33,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_32,astronomer
,"Astronomer
",S34,12,8,14,19,17,13,16,20,s34,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_33,astronomer
,"Astronomer
",S35,13,7,11,19,17,13,16,20,s35,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_34,astronomer
,"Astronomer
",S36,14,6,11,19,16,13,16,20,s36,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_35,astronomer
,"Astronomer
",S37,13,5,11,20,15,13,16,20,s37,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_36,astronomer
,"Astronomer
",S38,12,8,11,20,19,12,16,20,s38,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_37,astronomer
,"Astronomer
",S39,11,5,11,20,20,12,16,20,s39,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_38,astronomer
,"Astronomer
",S40,14,6,11,20,17,12,16,20,s40,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_39,astronomer
,"Astronomer
",S41,11,7,11,20,17,12,17,15,s41,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_40,astronomer
,"Astronomer
",S42,12,8,11,20,18,12,17,15,s42,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_41,astronomer
,"Astronomer
",S43,13,9,11,20,17,12,17,15,s43,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_42,astronomer
,"Astronomer
",S44,14,8,11,20,16,12,17,15,s44,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_43,astronomer
,"Astronomer
",S45,13,7,12,20,15,11,17,15,s45,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_44,astronomer
,"Astronomer
",S46,12,6,12,20,19,11,17,15,s46,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_45,astronomer
,"Astronomer
",S47,11,5,12,20,20,11,17,15,s47,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_46,astronomer
,"Astronomer
",S48,14,9,12,20,18,11,17,15,s48,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_47,astronomer
,"Astronomer
",S49,11,7,12,20,18,11,17,15,s49,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_48,astronomer
,"Astronomer
",S50,12,9,12,20,18,11,17,15,s50,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,student_49,astronomer
,Geologist,S51,11,8,17,19,13,6,12,20,s51,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_50,geologist
,Geologist,S52,12,5,16,19,14,7,12,20,s52,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_51,geologist
,Geologist,S53,13,6,15,19,13,8,12,20,s53,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_52,geologist
,Geologist,S54,14,7,19,19,12,9,12,20,s54,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_53,geologist
,Geologist,S55,13,8,20,19,11,8,12,20,s55,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_54,geologist
,Geologist,S56,12,9,17,19,14,5,12,20,s56,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_55,geologist
,Geologist,S57,11,8,17,19,11,6,12,20,s57,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_56,geologist
,Geologist,S58,14,5,18,19,12,7,12,20,s58,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_57,geologist
,Geologist,S59,11,6,17,19,13,8,12,20,s59,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_58,geologist
,Geologist,S60,12,7,17,19,13,9,12,20,s60,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_59,geologist
,Geologist,S61,13,8,16,19,14,8,13,20,s61,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_60,geologist
,Geologist,S62,14,9,15,15,13,5,13,20,s62,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_61,geologist
,Geologist,S63,13,8,19,15,12,6,13,20,s63,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_62,geologist
,Geologist,S64,12,5,20,15,11,7,13,20,s64,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_63,geologist
,Geologist,S65,11,6,17,15,14,8,13,20,s65,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_64,geologist
,Geologist,S66,14,7,17,15,11,9,13,20,s66,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_65,geologist
,Geologist,S67,11,8,18,15,12,8,13,20,s67,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_66,geologist
,Geologist,S68,12,9,17,15,13,5,13,18,s68,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_67,geologist
,Geologist,S69,13,8,17,15,13,6,13,18,s69,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_68,geologist
,Geologist,S70,14,5,16,15,14,7,13,18,s70,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_69,geologist
,Geologist,S71,13,6,15,15,13,8,13,18,s71,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_70,geologist
,Geologist,S72,12,7,19,18,12,9,13,18,s72,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_71,geologist
,Geologist,S73,11,8,20,18,11,8,11,18,s73,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_72,geologist
,Geologist,S74,14,9,17,18,14,5,11,18,s74,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_73,geologist
,Geologist,S75,11,8,17,18,11,6,11,18,s75,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_74,geologist
,Geologist,S76,12,5,18,18,12,7,11,18,s76,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_75,geologist
,Geologist,S77,13,6,17,18,13,8,11,18,s77,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_76,geologist
,Geologist,S78,14,7,17,18,13,9,11,18,s78,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_77,geologist
,Geologist,S79,13,8,16,18,14,8,11,18,s79,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_78,geologist
,Geologist,S80,12,9,15,18,13,5,11,18,s80,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_79,geologist
,Geologist,S81,11,8,19,18,12,6,11,18,s81,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_80,geologist
,Geologist,S82,14,5,20,18,11,7,11,18,s82,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_81,geologist
,Geologist,S83,11,6,17,18,14,8,11,18,s83,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_82,geologist
,Geologist,S84,12,7,17,18,11,9,11,17,s84,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_83,geologist
,Geologist,S85,13,8,18,18,12,8,11,17,s85,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_84,geologist
,Geologist,S86,14,9,17,18,13,5,11,17,s86,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_85,geologist
,Geologist,S87,13,8,17,18,13,6,14,17,s87,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_86,geologist
,Geologist,S88,12,5,16,18,14,7,14,17,s88,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_87,geologist
,Geologist,S89,11,6,15,18,13,8,14,17,s89,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_88,geologist
,Geologist,S90,14,7,19,19,12,9,14,17,s90,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_89,geologist
,Geologist,S91,11,8,20,19,11,8,14,17,s91,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_90,geologist
,Geologist,S92,12,9,17,19,14,5,14,17,s92,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_91,geologist
,Geologist,S93,13,8,17,19,11,6,14,17,s93,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_92,geologist
,Geologist,S94,14,5,18,19,12,7,14,17,s94,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_93,geologist
,Geologist,S95,13,6,17,19,11,8,14,17,s95,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_94,geologist
,Geologist,S96,12,7,16,19,12,9,14,17,s96,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_95,geologist
,Geologist,S97,11,8,15,19,13,8,14,17,s97,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_96,geologist
,Geologist,S98,14,9,19,19,14,5,14,17,s98,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_97,geologist
,Geologist,S99,11,7,20,19,13,9,14,17,s99,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_98,geologist
,Geologist,S100,12,6,17,19,12,7,14,17,s100,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,student_99,geologist
,"Marine Biologist
",S101,5,6,11,20,12,7,13,19,s101,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_100,marine biologist
,"Marine Biologist
",S102,6,5,12,20,12,9,13,19,s102,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_101,marine biologist
,"Marine Biologist
",S103,7,6,14,20,12,10,11,19,s103,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_102,marine biologist
,"Marine Biologist
",S104,8,7,12,20,12,9,12,19,s104,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_103,marine biologist
,"Marine Biologist
",S105,9,8,13,20,12,8,14,19,s105,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_104,marine biologist
,"Marine Biologist
",S106,10,9,11,20,12,7,12,19,s106,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_105,marine biologist
,"Marine Biologist
",S107,9,8,12,20,12,6,13,19,s107,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_106,marine biologist
,"Marine Biologist
",S108,8,5,14,20,12,6,11,19,s108,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_107,marine biologist
,"Marine Biologist
",S109,7,6,12,20,12,9,12,19,s109,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_108,marine biologist
,"Marine Biologist
",S110,6,7,13,20,12,10,14,19,s110,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_109,marine biologist
,"Marine Biologist
",S111,6,8,11,20,12,9,13,19,s111,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_110,marine biologist
,"Marine Biologist
",S112,7,9,12,20,12,8,11,19,s112,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_111,marine biologist
,"Marine Biologist
",S113,8,5,14,20,12,7,12,19,s113,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_112,marine biologist
,"Marine Biologist
",S114,9,6,12,20,12,6,14,19,s114,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_113,marine biologist
,"Marine Biologist
",S115,10,7,13,20,12,6,12,19,s115,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_114,marine biologist
,"Marine Biologist
",S116,9,8,11,20,12,9,13,19,s116,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_115,marine biologist
,"Marine Biologist
",S117,8,9,12,20,12,10,11,19,s117,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_116,marine biologist
,"Marine Biologist
",S118,7,8,14,20,12,9,12,19,s118,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_117,marine biologist
,"Marine Biologist
",S119,6,5,12,20,12,8,14,19,s119,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_118,marine biologist
,"Marine Biologist
",S120,6,6,13,19,12,7,13,19,s120,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_119,marine biologist
,"Marine Biologist
",S121,7,7,11,19,12,6,11,19,s121,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_120,marine biologist
,"Marine Biologist
",S122,8,8,12,19,12,6,12,19,s122,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_121,marine biologist
,"Marine Biologist
",S123,9,9,14,19,11,9,14,16,s123,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_122,marine biologist
,"Marine Biologist
",S124,10,5,12,19,11,10,12,16,s124,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_123,marine biologist
,"Marine Biologist
",S125,9,6,13,19,11,9,13,16,s125,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_124,marine biologist
,"Marine Biologist
",S126,8,7,11,19,11,8,11,16,s126,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_125,marine biologist
,"Marine Biologist
",S127,7,8,12,19,11,7,12,16,s127,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_126,marine biologist
,"Marine Biologist
",S128,6,9,14,19,11,6,14,16,s128,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_127,marine biologist
,"Marine Biologist
",S129,6,8,12,19,11,6,13,16,s129,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_128,marine biologist
,"Marine Biologist
",S130,7,5,13,19,11,9,11,16,s130,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_129,marine biologist
,"Marine Biologist
",S131,8,6,11,19,11,10,12,16,s131,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_130,marine biologist
,"Marine Biologist
",S132,9,7,12,19,11,9,14,16,s132,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_131,marine biologist
,"Marine Biologist
",S133,10,8,14,19,14,8,12,16,s133,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_132,marine biologist
,"Marine Biologist
",S134,9,9,12,18,14,7,13,16,s134,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_133,marine biologist
,"Marine Biologist
",S135,8,5,13,18,14,6,11,16,s135,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_134,marine biologist
,"Marine Biologist
",S136,7,6,11,18,14,6,12,18,s136,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_135,marine biologist
,"Marine Biologist
",S137,6,7,12,18,14,9,14,18,s137,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_136,marine biologist
,"Marine Biologist
",S138,6,8,14,18,14,10,13,18,s138,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_137,marine biologist
,"Marine Biologist
",S139,7,9,12,18,14,9,11,18,s139,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_138,marine biologist
,"Marine Biologist
",S140,8,8,13,18,14,8,12,18,s140,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_139,marine biologist
,"Marine Biologist
",S141,9,5,11,18,14,7,14,18,s141,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_140,marine biologist
,"Marine Biologist
",S142,10,6,12,18,14,6,12,18,s142,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_141,marine biologist
,"Marine Biologist
",S143,9,7,14,18,14,6,13,18,s143,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_142,marine biologist
,"Marine Biologist
",S144,8,8,12,18,12,9,11,18,s144,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_143,marine biologist
,"Marine Biologist
",S145,7,9,13,18,12,10,12,18,s145,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_144,marine biologist
,"Marine Biologist
",S146,6,5,12,18,12,9,14,18,s146,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_145,marine biologist
,"Marine Biologist
",S147,8,6,14,17,12,8,13,18,s147,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_146,marine biologist
,"Marine Biologist
",S148,7,7,12,17,12,7,11,18,s148,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_147,marine biologist
,"Marine Biologist
",S149,6,8,13,17,12,6,12,18,s149,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_148,marine biologist
,"Marine Biologist
",S150,9,9,11,17,12,6,14,18,s150,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,student_149,marine biologist
,Veterinarian,S151,11,5,11,12,6,17,19,18,s151,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_150,veterinarian
,Veterinarian,S152,12,5,14,14,9,20,19,18,s152,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_151,veterinarian
,Veterinarian,S153,14,9,13,12,8,18,19,18,s153,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_152,veterinarian
,Veterinarian,S154,13,8,11,13,7,19,19,18,s154,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_153,veterinarian
,Veterinarian,S155,11,7,12,11,6,16,19,18,s155,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_154,veterinarian
,Veterinarian,S156,12,6,14,12,8,15,19,18,s156,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_155,veterinarian
,Veterinarian,S157,11,8,13,14,7,17,19,18,s157,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_156,veterinarian
,Veterinarian,S158,11,7,11,12,6,20,19,18,s158,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_157,veterinarian
,Veterinarian,S159,12,6,12,13,9,18,19,18,s159,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_158,veterinarian
,Veterinarian,S160,14,9,11,11,6,19,19,18,s160,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_159,veterinarian
,Veterinarian,S161,13,5,14,12,9,16,19,18,s161,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_160,veterinarian
,Veterinarian,S162,11,5,13,14,8,15,19,18,s162,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_161,veterinarian
,Veterinarian,S163,12,9,11,12,7,17,18,18,s163,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_162,veterinarian
,Veterinarian,S164,11,8,12,13,6,20,18,18,s164,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_163,veterinarian
,Veterinarian,S165,11,7,14,11,8,18,18,18,s165,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_164,veterinarian
,Veterinarian,S166,12,6,13,12,7,19,18,18,s166,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_165,veterinarian
,Veterinarian,S167,14,8,11,14,6,16,18,18,s167,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_166,veterinarian
,Veterinarian,S168,13,7,12,12,9,15,18,17,s168,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_167,veterinarian
,Veterinarian,S169,11,6,11,14,7,17,18,17,s169,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_168,veterinarian
,Veterinarian,S170,12,9,11,12,9,20,18,17,s170,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_169,veterinarian
,Veterinarian,S171,11,6,11,13,8,18,18,17,s171,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_170,veterinarian
,Veterinarian,S172,11,9,14,11,7,19,18,17,s172,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_171,veterinarian
,Veterinarian,S173,12,8,13,12,6,16,18,17,s173,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_172,veterinarian
,Veterinarian,S174,14,7,11,14,8,15,18,17,s174,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_173,veterinarian
,Veterinarian,S175,13,6,12,12,7,17,18,17,s175,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_174,veterinarian
,Veterinarian,S176,11,8,14,13,6,20,18,17,s176,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_175,veterinarian
,Veterinarian,S177,12,7,13,11,9,18,18,17,s177,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_176,veterinarian
,Veterinarian,S178,11,6,11,12,7,19,18,17,s178,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_177,veterinarian
,Veterinarian,S179,11,9,12,14,9,16,18,17,s179,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_178,veterinarian
,Veterinarian,S180,12,7,11,12,8,15,18,17,s180,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_179,veterinarian
,Veterinarian,S181,14,9,11,13,7,17,18,17,s181,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_180,veterinarian
,Veterinarian,S182,13,8,14,11,6,20,18,17,s182,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_181,veterinarian
,Veterinarian,S183,11,7,13,12,8,18,18,17,s183,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_182,veterinarian
,Veterinarian,S184,12,6,11,14,7,19,18,17,s184,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_183,veterinarian
,Veterinarian,S185,11,8,12,12,6,16,18,17,s185,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_184,veterinarian
,Veterinarian,S186,11,7,14,14,9,15,18,17,s186,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_185,veterinarian
,Veterinarian,S187,12,6,13,12,9,17,18,17,s187,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_186,veterinarian
,Veterinarian,S188,14,9,11,13,9,20,17,17,s188,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_187,veterinarian
,Veterinarian,S189,13,7,12,11,8,18,17,17,s189,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_188,veterinarian
,Veterinarian,S190,11,7,14,12,7,19,17,19,s190,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_189,veterinarian
,Veterinarian,S191,12,7,14,14,6,16,17,19,s191,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_190,veterinarian
,Veterinarian,S192,11,9,11,12,8,15,17,19,s192,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,student_191,veterinarian
